-43.229324193548386,-22.863133366935482
-43.229282862903226,-22.863133366935482
-43.22884475806452,-22.86318709677419
-43.228667036290325,-22.863430947580643
-43.228679435483876,-22.86376159274193
-43.228923286290325,-22.86386905241935
-43.22923739919355,-22.86390211693548
-43.22961764112903,-22.863778124999996
-43.229774697580645,-22.863608669354836
-43.2298408266129,-22.86337721774193
-43.229787096774196,-22.86318709677419
-43.22965070564516,-22.86308377016129
-43.229497782258065,-22.863054838709676
-43.229489516129036,-22.863054838709676
